date,slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
2023-10-25,bogdabo01,Bogdan Bogdanović,ATLANTA HAWKS,AWAY,CHARLOTTE HORNETS,LOSS,1466,3,9,1,5,0,0,0,4,4,3,0,0,1,8.5
2023-10-25,mcgeeja01,JaVale McGee,SACRAMENTO KINGS,AWAY,UTAH JAZZ,WIN,807,4,4,0,0,0,0,0,1,1,0,1,0,0,8.5
2023-10-25,sochaje01,Jeremy Sochan,SAN ANTONIO SPURS,HOME,DALLAS MAVERICKS,LOSS,1721,4,12,2,4,3,6,3,5,5,1,0,3,4,8.5
2023-10-25,smartma01,Marcus Smart,MEMPHIS GRIZZLIES,HOME,NEW ORLEANS PELICANS,LOSS,1927,6,11,2,6,3,6,0,0,3,2,0,5,3,8.4
2023-10-25,olynyke01,Kelly Olynyk,UTAH JAZZ,HOME,SACRAMENTO KINGS,LOSS,999,2,3,0,0,1,1,3,3,4,1,0,1,3,8.3
2023-10-25,osmande01,Cedi Osman,SAN ANTONIO SPURS,HOME,DALLAS MAVERICKS,LOSS,1336,5,10,2,6,0,0,0,0,2,0,1,0,2,8.3
2023-10-25,covinro01,Robert Covington,LOS ANGELES CLIPPERS,HOME,PORTLAND TRAIL BLAZERS,WIN,1390,2,5,1,4,0,0,1,3,2,3,1,0,2,8.2
2023-10-25,isaacjo01,Jonathan Isaac,ORLANDO MAGIC,HOME,HOUSTON ROCKETS,WIN,849,4,6,1,3,2,3,1,3,0,0,2,2,2,8.2
2023-10-25,plumlma01,Mason Plumlee,LOS ANGELES CLIPPERS,HOME,PORTLAND TRAIL BLAZERS,WIN,1051,2,4,0,0,2,4,3,5,2,0,0,0,0,8.2
2023-10-25,simmobe01,Ben Simmons,BROOKLYN NETS,HOME,CLEVELAND CAVALIERS,LOSS,1379,2,6,0,0,0,0,1,9,9,0,1,2,2,8.2
2023-10-25,willipa01,Patrick Williams,CHICAGO BULLS,HOME,OKLAHOMA CITY THUNDER,LOSS,1802,4,10,0,4,0,0,2,1,4,2,0,0,3,7.9
2023-10-25,harteis01,Isaiah Hartenstein,NEW YORK KNICKS,HOME,BOSTON CELTICS,LOSS,1544,3,4,0,0,1,2,5,3,2,0,0,1,5,7.8
2023-10-25,monkma01,Malik Monk,SACRAMENTO KINGS,AWAY,UTAH JAZZ,WIN,1388,4,12,2,9,0,0,1,1,7,0,2,2,2,7.7
2023-10-25,brunsja01,Jalen Brunson,NEW YORK KNICKS,HOME,BOSTON CELTICS,LOSS,1955,6,21,3,8,0,1,1,2,6,3,0,2,3,7.6
2023-10-25,vezenal01,Aleksandar Vezenkov,SACRAMENTO KINGS,AWAY,UTAH JAZZ,WIN,937,3,6,2,5,0,0,1,1,0,2,0,0,1,7.6
2023-10-25,dortlu01,Luguentz Dort,OKLAHOMA CITY THUNDER,AWAY,CHICAGO BULLS,WIN,1955,3,8,2,5,0,0,0,7,2,2,1,2,1,7.4
2023-10-25,drumman01,Andre Drummond,CHICAGO BULLS,HOME,OKLAHOMA CITY THUNDER,LOSS,958,3,4,0,0,0,0,3,2,1,1,0,1,1,7.4
2023-10-25,mobleev01,Evan Mobley,CLEVELAND CAVALIERS,AWAY,BROOKLYN NETS,WIN,2017,5,11,0,0,0,0,1,5,1,0,2,0,3,7.4
2023-10-25,horfoal01,Al Horford,BOSTON CELTICS,AWAY,NEW YORK KNICKS,WIN,1547,3,4,2,3,0,0,3,4,2,0,0,3,2,7.3
2023-10-25,jaqueja01,Jaime Jaquez,MIAMI HEAT,HOME,DETROIT PISTONS,WIN,791,3,3,0,0,0,0,0,2,2,2,0,1,2,7.3
2023-10-25,duartch01,Chris Duarte,SACRAMENTO KINGS,AWAY,UTAH JAZZ,WIN,884,3,5,3,4,0,0,1,1,1,0,0,0,3,7.2
2023-10-25,roddyda01,David Roddy,MEMPHIS GRIZZLIES,HOME,NEW ORLEANS PELICANS,LOSS,1673,4,7,1,3,0,0,1,4,2,0,0,1,2,7.2
2023-10-25,mccontj01,T.J. McConnell,INDIANA PACERS,HOME,WASHINGTON WIZARDS,WIN,360,2,2,0,0,0,0,0,1,2,2,0,0,0,7.1
2023-10-25,bitadgo01,Goga Bitadze,ORLANDO MAGIC,HOME,HOUSTON ROCKETS,WIN,288,2,2,0,0,3,4,1,2,0,1,0,1,1,6.9
2023-10-25,reidna01,Naz Reid,MINNESOTA TIMBERWOLVES,AWAY,TORONTO RAPTORS,LOSS,1426,3,8,0,2,4,4,1,3,1,0,0,1,0,6.9
2023-10-25,brownja02,Jaylen Brown,BOSTON CELTICS,AWAY,NEW YORK KNICKS,WIN,2288,4,11,0,4,3,4,0,6,5,1,0,2,5,6.8
2023-10-25,grimequ01,Quentin Grimes,NEW YORK KNICKS,HOME,BOSTON CELTICS,LOSS,1400,4,7,3,6,0,1,0,1,0,0,0,0,2,6.8
2023-10-25,georgke01,Keyonte George,UTAH JAZZ,HOME,SACRAMENTO KINGS,LOSS,1133,3,5,1,3,1,1,0,2,2,0,0,1,0,6.7
2023-10-25,sassema01,Marcus Sasser,DETROIT PISTONS,AWAY,MIAMI HEAT,LOSS,623,3,4,2,3,0,0,0,2,1,0,0,1,0,6.7
2023-10-25,blackan01,Anthony Black,ORLANDO MAGIC,HOME,HOUSTON ROCKETS,WIN,288,2,2,0,0,1,1,0,0,1,0,2,0,0,6.5
2023-10-25,kispeco01,Corey Kispert,WASHINGTON WIZARDS,AWAY,INDIANA PACERS,LOSS,1467,4,11,1,5,2,2,2,3,1,0,0,1,1,6.5
2023-10-25,dosunay01,Ayo Dosunmu,CHICAGO BULLS,HOME,OKLAHOMA CITY THUNDER,LOSS,558,3,5,2,4,0,0,0,0,1,1,0,1,0,6.4
2023-10-25,leverca01,Caris LeVert,CLEVELAND CAVALIERS,AWAY,BROOKLYN NETS,WIN,1882,4,17,3,8,0,0,0,3,5,1,1,0,1,6.4
2023-10-25,diengou01,Ousmane Dieng,OKLAHOMA CITY THUNDER,AWAY,CHICAGO BULLS,WIN,855,3,5,3,5,0,0,1,1,0,0,0,1,1,6.3
2023-10-25,tateja01,Jae'Sean Tate,HOUSTON ROCKETS,AWAY,ORLANDO MAGIC,LOSS,908,2,2,1,1,0,0,0,2,0,1,1,0,1,6.3
2023-10-25,aytonde01,Deandre Ayton,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES CLIPPERS,LOSS,1385,2,4,0,0,0,0,3,9,1,3,1,3,5,6.2
2023-10-25,carusal01,Alex Caruso,CHICAGO BULLS,HOME,OKLAHOMA CITY THUNDER,LOSS,1177,2,5,1,4,1,2,0,2,3,2,0,1,1,6.2
2023-10-25,ryanma01,Matt Ryan,NEW ORLEANS PELICANS,AWAY,MEMPHIS GRIZZLIES,WIN,831,3,6,3,6,0,0,0,1,1,0,0,0,2,6.2
2023-10-25,cartewe01,Wendell Carter,ORLANDO MAGIC,HOME,HOUSTON ROCKETS,WIN,1615,4,10,0,2,0,0,4,4,1,2,0,2,3,6.1
2023-10-25,hayeski01,Killian Hayes,DETROIT PISTONS,AWAY,MIAMI HEAT,LOSS,1830,4,12,0,6,2,3,0,1,3,2,1,1,2,6.1
2023-10-25,gaffoda01,Daniel Gafford,WASHINGTON WIZARDS,AWAY,INDIANA PACERS,LOSS,1263,2,2,0,0,2,4,1,4,0,0,2,0,5,5.9
2023-10-25,grantje01,Jerami Grant,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES CLIPPERS,LOSS,1797,5,12,0,4,3,4,2,1,1,0,1,3,1,5.9
2023-10-25,holidjr01,Jrue Holiday,BOSTON CELTICS,AWAY,NEW YORK KNICKS,WIN,2087,4,10,1,5,0,0,2,2,2,0,3,2,3,5.9
2023-10-25,murrade01,Dejounte Murray,ATLANTA HAWKS,AWAY,CHARLOTTE HORNETS,LOSS,1964,3,14,0,3,5,6,0,2,6,0,0,1,0,5.8
2023-10-25,richani01,Nick Richards,CHARLOTTE HORNETS,HOME,ATLANTA HAWKS,WIN,1083,2,2,0,0,3,4,1,3,1,0,1,2,3,5.8
2023-10-25,klebima01,Maxi Kleber,DALLAS MAVERICKS,AWAY,SAN ANTONIO SPURS,WIN,1383,2,7,2,5,0,0,2,5,2,0,1,0,3,5.7
2023-10-25,finnedo01,Dorian Finney-Smith,BROOKLYN NETS,HOME,CLEVELAND CAVALIERS,LOSS,1668,4,8,2,6,0,1,1,4,2,0,0,3,1,5.5
2023-10-25,hartjo01,Josh Hart,NEW YORK KNICKS,HOME,BOSTON CELTICS,LOSS,1349,2,4,2,4,1,2,1,5,0,0,0,1,1,5.4
2023-10-25,nesmiaa01,Aaron Nesmith,INDIANA PACERS,HOME,WASHINGTON WIZARDS,WIN,1385,2,5,1,3,2,2,1,4,1,0,1,1,3,5.4
2023-10-25,herroty01,Tyler Herro,MIAMI HEAT,HOME,DETROIT PISTONS,WIN,2070,7,24,2,7,0,0,0,2,3,3,0,2,1,5.3
2023-10-25,hortota01,Talen Horton-Tucker,UTAH JAZZ,HOME,SACRAMENTO KINGS,LOSS,1308,3,9,2,4,0,0,0,1,4,0,1,1,1,5.3
2023-10-25,thompau01,Ausar Thompson,DETROIT PISTONS,AWAY,MIAMI HEAT,LOSS,1613,1,7,1,2,1,2,3,4,3,0,5,2,2,5.2
2023-10-25,camarto01,Toumani Camara,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES CLIPPERS,LOSS,951,2,5,2,2,1,2,0,2,1,0,1,0,2,5.1
2023-10-25,willizi02,Ziaire Williams,MEMPHIS GRIZZLIES,HOME,NEW ORLEANS PELICANS,LOSS,1756,4,7,1,3,0,0,0,4,0,0,0,1,2,5.1
2023-10-25,bassech01,Charles Bassey,SAN ANTONIO SPURS,HOME,DALLAS MAVERICKS,LOSS,783,1,1,0,0,0,0,1,4,2,1,0,1,0,5.0
2023-10-25,jacksja02,Jaren Jackson,MEMPHIS GRIZZLIES,HOME,NEW ORLEANS PELICANS,LOSS,2143,2,9,0,5,4,4,1,4,3,0,5,3,5,5.0
2023-10-25,branhma01,Malaki Branham,SAN ANTONIO SPURS,HOME,DALLAS MAVERICKS,LOSS,1065,3,7,0,3,1,1,0,2,2,1,0,1,1,4.9
2023-10-25,okongon01,Onyeka Okongwu,ATLANTA HAWKS,AWAY,CHARLOTTE HORNETS,LOSS,1160,3,5,0,0,1,1,1,3,2,0,0,1,5,4.7
2023-10-25,thybuma01,Matisse Thybulle,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES CLIPPERS,LOSS,1205,3,7,2,6,0,0,1,0,1,1,0,2,0,4.7
2023-10-25,hendesc01,Scoot Henderson,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES CLIPPERS,LOSS,2150,5,11,0,3,1,1,1,2,4,0,0,4,2,4.6
2023-10-25,rosede01,Derrick Rose,MEMPHIS GRIZZLIES,HOME,NEW ORLEANS PELICANS,LOSS,953,3,11,2,4,0,0,1,1,3,0,0,0,0,4.6
2023-10-25,achiupr01,Precious Achiuwa,TORONTO RAPTORS,HOME,MINNESOTA TIMBERWOLVES,WIN,1457,4,9,0,1,0,0,3,5,0,0,0,2,1,4.5
2023-10-25,lavinza01,Zach LaVine,CHICAGO BULLS,HOME,OKLAHOMA CITY THUNDER,LOSS,1483,4,16,2,9,6,6,0,4,3,0,0,4,3,4.5
2023-10-25,daniedy01,Dyson Daniels,NEW ORLEANS PELICANS,AWAY,MEMPHIS GRIZZLIES,WIN,1133,3,6,0,1,0,0,2,3,0,2,1,2,4,4.4
2023-10-25,bullore01,Reggie Bullock,HOUSTON ROCKETS,AWAY,ORLANDO MAGIC,LOSS,674,1,1,1,1,0,0,0,1,0,1,1,0,1,4.3
2023-10-25,huntede01,De'Andre Hunter,ATLANTA HAWKS,AWAY,CHARLOTTE HORNETS,LOSS,1860,4,9,1,4,0,1,2,2,1,0,0,0,6,4.2
2023-10-25,powelno01,Norman Powell,LOS ANGELES CLIPPERS,HOME,PORTLAND TRAIL BLAZERS,WIN,1374,2,6,2,5,2,2,0,3,1,0,0,2,0,4.2
2023-10-25,dinwisp01,Spencer Dinwiddie,BROOKLYN NETS,HOME,CLEVELAND CAVALIERS,LOSS,1437,1,3,1,3,2,2,0,1,3,0,0,1,2,3.9
2023-10-25,dunnkr01,Kris Dunn,UTAH JAZZ,HOME,SACRAMENTO KINGS,LOSS,944,3,6,0,1,2,4,0,1,2,2,0,4,0,3.9
2023-10-25,burksal01,Alec Burks,DETROIT PISTONS,AWAY,MIAMI HEAT,LOSS,1497,2,8,2,5,1,2,0,5,0,0,1,0,1,3.6
2023-10-25,huertke01,Kevin Huerter,SACRAMENTO KINGS,AWAY,UTAH JAZZ,WIN,1414,3,9,1,5,0,0,2,3,2,0,0,1,3,3.4
2023-10-25,omorueu01,Eugene Omoruyi,WASHINGTON WIZARDS,AWAY,INDIANA PACERS,LOSS,466,2,3,0,0,0,0,1,1,1,0,0,1,0,3.4
2023-10-25,batumni01,Nicolas Batum,LOS ANGELES CLIPPERS,HOME,PORTLAND TRAIL BLAZERS,WIN,548,0,0,0,0,0,0,0,3,1,1,1,0,0,3.3
2023-10-25,coulibi01,Bilal Coulibaly,WASHINGTON WIZARDS,AWAY,INDIANA PACERS,LOSS,1388,1,3,1,1,0,0,0,4,3,0,3,3,1,3.3
2023-10-25,onealro01,Royce O'Neale,BROOKLYN NETS,HOME,CLEVELAND CAVALIERS,LOSS,1368,2,6,1,4,0,0,0,7,2,0,0,1,2,3.3
2023-10-25,sarrol01,Olivier Sarr,OKLAHOMA CITY THUNDER,AWAY,CHICAGO BULLS,WIN,630,1,1,0,0,2,2,1,3,0,0,0,1,3,3.1
2023-10-25,diabamo01,Moussa Diabaté,LOS ANGELES CLIPPERS,HOME,PORTLAND TRAIL BLAZERS,WIN,242,1,3,0,0,0,0,1,0,0,2,0,0,0,3.0
2023-10-25,nworajo01,Jordan Nwora,INDIANA PACERS,HOME,WASHINGTON WIZARDS,WIN,341,2,7,1,2,0,0,1,0,1,0,1,0,0,3.0
2023-10-25,walkeja01,Jabari Walker,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES CLIPPERS,LOSS,381,2,3,0,0,2,3,1,0,0,0,0,2,0,3.0
2023-10-25,jacksis01,Isaiah Jackson,INDIANA PACERS,HOME,WASHINGTON WIZARDS,WIN,675,2,4,0,0,0,0,1,3,0,0,0,0,2,2.8
2023-10-25,maledth01,Théo Maledon,CHARLOTTE HORNETS,HOME,ATLANTA HAWKS,WIN,979,2,5,0,2,0,0,0,3,4,0,0,1,3,2.8
2023-10-25,trentga02,Gary Trent,TORONTO RAPTORS,HOME,MINNESOTA TIMBERWOLVES,WIN,1602,2,8,1,4,0,0,0,2,2,1,1,0,3,2.7
2023-10-25,willije02,Jeenathan Williams,HOUSTON ROCKETS,AWAY,ORLANDO MAGIC,LOSS,288,2,3,0,1,0,0,0,0,0,0,0,0,0,2.7
2023-10-25,greenje02,Jeff Green,HOUSTON ROCKETS,AWAY,ORLANDO MAGIC,LOSS,832,2,4,0,1,0,1,3,0,1,0,0,1,2,2.6
2023-10-25,hawkijo01,Jordan Hawkins,NEW ORLEANS PELICANS,AWAY,MEMPHIS GRIZZLIES,WIN,553,1,2,1,2,0,0,0,0,2,0,0,0,2,2.6
2023-10-25,miltosh01,Shake Milton,MINNESOTA TIMBERWOLVES,AWAY,TORONTO RAPTORS,LOSS,1276,1,5,1,4,1,2,0,3,4,2,0,2,4,2.6
2023-10-25,thorjt01,JT Thor,CHARLOTTE HORNETS,HOME,ATLANTA HAWKS,WIN,1207,2,7,1,3,0,0,1,1,1,0,0,0,0,2.6
2023-10-25,fontesi01,Simone Fontecchio,UTAH JAZZ,HOME,SACRAMENTO KINGS,LOSS,145,1,2,0,1,0,0,1,0,1,0,0,0,0,2.4
2023-10-25,lowryky01,Kyle Lowry,MIAMI HEAT,HOME,DETROIT PISTONS,WIN,1912,0,1,0,0,0,0,0,2,2,2,1,0,4,2.4
2023-10-25,nancela02,Larry Nance,NEW ORLEANS PELICANS,AWAY,MEMPHIS GRIZZLIES,WIN,896,1,2,0,0,0,0,1,7,0,1,0,2,1,2.4
2023-10-25,carteje01,Jevon Carter,CHICAGO BULLS,HOME,OKLAHOMA CITY THUNDER,LOSS,956,1,4,1,4,0,0,0,1,2,0,0,0,0,2.3
2023-10-25,houstca01,Caleb Houstan,ORLANDO MAGIC,HOME,HOUSTON ROCKETS,WIN,288,1,2,1,2,0,0,0,1,0,0,0,0,0,2.3
2023-10-25,pritcpa01,Payton Pritchard,BOSTON CELTICS,AWAY,NEW YORK KNICKS,WIN,662,1,4,0,3,2,2,0,1,1,0,0,0,1,2.2
2023-10-25,kornelu01,Luke Kornet,BOSTON CELTICS,AWAY,NEW YORK KNICKS,WIN,480,0,1,0,0,0,0,1,0,2,0,1,0,0,2.1
2023-10-25,butleja02,Jared Butler,WASHINGTON WIZARDS,AWAY,INDIANA PACERS,LOSS,203,1,2,1,1,0,0,0,0,0,0,0,0,0,2.0
2023-10-25,coffeam01,Amir Coffey,LOS ANGELES CLIPPERS,HOME,PORTLAND TRAIL BLAZERS,WIN,236,0,1,0,0,2,2,0,0,1,0,0,0,0,2.0
2023-10-25,landajo01,Jock Landale,HOUSTON ROCKETS,AWAY,ORLANDO MAGIC,LOSS,517,1,2,1,2,0,0,0,0,2,0,0,1,1,2.0
2023-10-25,exumda01,Dante Exum,DALLAS MAVERICKS,AWAY,SAN ANTONIO SPURS,WIN,455,1,2,0,1,1,1,0,1,0,0,0,0,1,1.9
2023-10-25,robinmi01,Mitchell Robinson,NEW YORK KNICKS,HOME,BOSTON CELTICS,LOSS,1326,1,4,0,0,0,2,3,3,1,2,0,1,4,1.9
2023-10-25,agbajoc01,Ochai Agbaji,UTAH JAZZ,HOME,SACRAMENTO KINGS,LOSS,1167,2,6,1,2,0,0,0,3,0,0,0,0,2,1.7
2023-10-25,smithja05,Jabari Smith,HOUSTON ROCKETS,AWAY,ORLANDO MAGIC,LOSS,1570,3,9,0,4,1,2,1,4,1,1,0,1,6,1.7
2023-10-25,jonesda03,Damian Jones,CLEVELAND CAVALIERS,AWAY,BROOKLYN NETS,WIN,665,2,2,0,0,0,0,0,0,2,0,0,2,3,1.6
2023-10-25,suggsja01,Jalen Suggs,ORLANDO MAGIC,HOME,HOUSTON ROCKETS,WIN,1251,3,12,2,7,0,0,1,3,0,0,0,0,2,1.6
2023-10-25,jeromty01,Ty Jerome,CLEVELAND CAVALIERS,AWAY,BROOKLYN NETS,WIN,330,1,1,0,0,0,0,0,0,0,0,0,0,1,1.3
2023-10-25,sharpda01,Day'Ron Sharpe,BROOKLYN NETS,HOME,CLEVELAND CAVALIERS,LOSS,714,2,3,0,0,0,0,1,1,0,0,2,3,2,1.3
2023-10-25,smithdr01,Dru Smith,MIAMI HEAT,HOME,DETROIT PISTONS,WIN,520,1,2,0,1,0,0,0,0,1,0,0,0,1,1.3
2023-10-25,laravja01,Jake LaRavia,MEMPHIS GRIZZLIES,HOME,NEW ORLEANS PELICANS,LOSS,878,1,3,0,2,0,0,0,2,1,1,0,0,4,1.0
2023-10-25,samanlu01,Luka Šamanić,UTAH JAZZ,HOME,SACRAMENTO KINGS,LOSS,145,1,2,0,1,0,0,0,0,0,0,0,0,0,1.0
2023-10-25,hendrita01,Taylor Hendricks,UTAH JAZZ,HOME,SACRAMENTO KINGS,LOSS,145,0,0,0,0,1,2,0,1,0,0,0,0,0,0.9
2023-10-25,kennalu01,Luke Kennard,MEMPHIS GRIZZLIES,HOME,NEW ORLEANS PELICANS,LOSS,880,0,5,0,5,3,3,1,1,2,0,0,1,0,0.9
2023-10-25,muscami01,Mike Muscala,WASHINGTON WIZARDS,AWAY,INDIANA PACERS,LOSS,490,0,0,0,0,0,0,0,3,0,0,0,0,0,0.9
2023-10-25,mcdanja01,Jalen McDaniels,TORONTO RAPTORS,HOME,MINNESOTA TIMBERWOLVES,WIN,968,0,3,0,3,0,0,0,2,2,1,1,0,2,0.8
2023-10-25,manntr01,Tre Mann,OKLAHOMA CITY THUNDER,AWAY,CHICAGO BULLS,WIN,114,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7
2023-10-25,greenja05,Jalen Green,HOUSTON ROCKETS,AWAY,ORLANDO MAGIC,LOSS,1789,2,10,0,1,6,7,0,1,0,1,1,4,2,0.6
2023-10-25,mcderdo01,Doug McDermott,SAN ANTONIO SPURS,HOME,DALLAS MAVERICKS,LOSS,656,0,1,0,1,0,0,0,1,1,0,1,0,1,0.6
2023-10-25,millejo02,Jordan Miller,LOS ANGELES CLIPPERS,HOME,PORTLAND TRAIL BLAZERS,WIN,236,1,2,0,0,0,0,0,0,0,0,0,0,1,0.6
2023-10-25,inglejo01,Joe Ingles,ORLANDO MAGIC,HOME,HOUSTON ROCKETS,WIN,1094,0,3,0,3,0,0,0,4,5,0,0,1,3,0.4
2023-10-25,alexani01,Nickeil Alexander-Walker,MINNESOTA TIMBERWOLVES,AWAY,TORONTO RAPTORS,LOSS,1358,1,5,0,3,0,0,0,4,2,1,0,1,3,0.3
2023-10-25,browntr01,Troy Brown,MINNESOTA TIMBERWOLVES,AWAY,TORONTO RAPTORS,LOSS,315,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3
2023-10-25,jonesco02,Colby Jones,SACRAMENTO KINGS,AWAY,UTAH JAZZ,WIN,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3
2023-10-25,murrakr01,Kris Murray,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES CLIPPERS,LOSS,318,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3
2023-10-25,thompam01,Amen Thompson,HOUSTON ROCKETS,AWAY,ORLANDO MAGIC,LOSS,1280,3,10,1,7,1,2,1,4,2,0,0,4,2,0.3
2023-10-25,yurtsom01,Omer Yurtseven,UTAH JAZZ,HOME,SACRAMENTO KINGS,LOSS,145,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3
2023-10-25,griffaj01,AJ Griffin,ATLANTA HAWKS,AWAY,CHARLOTTE HORNETS,LOSS,576,1,2,0,1,0,0,0,2,0,0,0,1,1,0.2
2023-10-25,okekech01,Chuma Okeke,ORLANDO MAGIC,HOME,HOUSTON ROCKETS,WIN,288,0,1,0,1,0,0,0,3,0,0,0,0,0,0.2
2023-10-25,flynnma01,Malachi Flynn,TORONTO RAPTORS,HOME,MINNESOTA TIMBERWOLVES,WIN,573,1,3,1,1,0,0,0,0,2,1,0,2,4,0.1
2023-10-25,martica02,Caleb Martin,MIAMI HEAT,HOME,DETROIT PISTONS,WIN,1170,1,7,0,3,0,0,1,2,1,1,0,0,1,0.1
2023-10-25,curryse01,Seth Curry,DALLAS MAVERICKS,AWAY,SAN ANTONIO SPURS,WIN,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023-10-25,elliske01,Keon Ellis,SACRAMENTO KINGS,AWAY,UTAH JAZZ,WIN,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023-10-25,howarje01,Jett Howard,ORLANDO MAGIC,HOME,HOUSTON ROCKETS,WIN,288,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0
2023-10-25,lenal01,Alex Len,SACRAMENTO KINGS,AWAY,UTAH JAZZ,WIN,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023-10-25,phillju01,Julian Phillips,CHICAGO BULLS,HOME,OKLAHOMA CITY THUNDER,LOSS,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023-10-25,ruperra01,Rayan Rupert,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES CLIPPERS,LOSS,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023-10-25,smithni01,Nick Smith,CHARLOTTE HORNETS,HOME,ATLANTA HAWKS,WIN,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023-10-25,pokusal01,Aleksej Pokusevski,OKLAHOMA CITY THUNDER,AWAY,CHICAGO BULLS,WIN,114,0,1,0,1,0,0,0,2,0,0,0,0,0,-0.1
2023-10-25,terryda01,Dalen Terry,CHICAGO BULLS,HOME,OKLAHOMA CITY THUNDER,LOSS,220,0,2,0,1,0,0,0,2,1,0,0,0,0,-0.1
2023-10-25,wiggiaa01,Aaron Wiggins,OKLAHOMA CITY THUNDER,AWAY,CHICAGO BULLS,WIN,648,1,3,0,1,0,0,1,2,0,0,0,1,2,-0.2
2023-10-25,dickgr01,Gradey Dick,TORONTO RAPTORS,HOME,MINNESOTA TIMBERWOLVES,WIN,127,0,1,0,0,0,0,0,0,1,0,0,0,1,-0.4
2023-10-25,samueje01,Jermaine Samuels,HOUSTON ROCKETS,AWAY,ORLANDO MAGIC,LOSS,387,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.4
2023-10-25,sensabr01,Brice Sensabaugh,UTAH JAZZ,HOME,SACRAMENTO KINGS,LOSS,145,0,2,0,0,0,0,1,1,0,0,0,0,0,-0.4
2023-10-25,mitchda01,Davion Mitchell,SACRAMENTO KINGS,AWAY,UTAH JAZZ,WIN,829,0,3,0,2,0,0,0,3,4,0,0,1,3,-0.6
2023-10-25,sextoco01,Collin Sexton,UTAH JAZZ,HOME,SACRAMENTO KINGS,LOSS,1198,2,9,0,2,5,7,0,3,0,0,0,3,3,-0.6
2023-10-25,baldwpa01,Patrick Baldwin,WASHINGTON WIZARDS,AWAY,INDIANA PACERS,LOSS,203,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7
2023-10-25,edwarke02,Kessler Edwards,SACRAMENTO KINGS,AWAY,UTAH JAZZ,WIN,76,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.7
2023-10-25,fordjo01,Jordan Ford,SACRAMENTO KINGS,AWAY,UTAH JAZZ,WIN,76,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7
2023-10-25,sheppbe01,Ben Sheppard,INDIANA PACERS,HOME,WASHINGTON WIZARDS,WIN,341,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7
2023-10-25,waterli01,Lindy Waters,OKLAHOMA CITY THUNDER,AWAY,CHICAGO BULLS,WIN,162,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.7
2023-10-25,divindo01,Donte DiVincenzo,NEW YORK KNICKS,HOME,BOSTON CELTICS,LOSS,925,0,4,0,3,0,0,0,3,2,0,0,0,1,-0.9
2023-10-25,hausesa01,Sam Hauser,BOSTON CELTICS,AWAY,NEW YORK KNICKS,WIN,827,0,4,0,4,0,0,0,2,0,1,1,0,1,-0.9
2023-10-25,rolliry01,Ryan Rollins,WASHINGTON WIZARDS,AWAY,INDIANA PACERS,LOSS,360,0,3,0,0,1,2,0,3,1,0,0,1,0,-0.9
2023-10-25,martike04,KJ Martin,LOS ANGELES CLIPPERS,HOME,PORTLAND TRAIL BLAZERS,WIN,815,0,4,0,2,0,0,1,0,1,1,0,0,2,-1.2
2023-10-25,niangge01,Georges Niang,CLEVELAND CAVALIERS,AWAY,BROOKLYN NETS,WIN,1186,0,3,0,3,0,0,2,2,0,0,0,0,3,-1.3
2023-10-25,walkeja02,Jarace Walker,INDIANA PACERS,HOME,WASHINGTON WIZARDS,WIN,341,0,5,0,1,0,0,1,3,0,1,0,0,1,-1.3
2023-10-25,wagnemo01,Moritz Wagner,ORLANDO MAGIC,HOME,HOUSTON ROCKETS,WIN,921,0,1,0,1,2,2,0,4,0,0,1,3,4,-1.4
2023-10-25,brownko01,Kobe Brown,LOS ANGELES CLIPPERS,HOME,PORTLAND TRAIL BLAZERS,WIN,318,0,2,0,1,0,0,0,0,0,0,0,0,1,-1.8
